compound,adipose_subcutaneous,adipose_visceral_omentum,adrenal_gland,artery_aorta,artery_coronary,artery_tibial,brain_amygdala,brain_anterior_cingulate_cortex_ba24,brain_caudate_basal_ganglia,brain_cerebellar_hemisphere,brain_cerebellum,brain_cortex,brain_frontal_cortex_ba9,brain_hippocampus,brain_hypothalamus,brain_nucleus_accumbens_basal_ganglia,brain_putamen_basal_ganglia,brain_spinal_cord_cervical_c-1,brain_substantia_nigra,breast_mammary_tissue,cells_cultured_fibroblasts,cells_ebv-transformed_lymphocytes,colon_sigmoid,colon_transverse,esophagus_gastroesophageal_junction,esophagus_mucosa,esophagus_muscularis,heart_atrial_appendage,heart_left_ventricle,kidney_cortex,liver,lung,minor_salivary_gland,muscle_skeletal,nerve_tibial,ovary,pancreas,pituitary,prostate,skin_not_sun_exposed_suprapubic,skin_sun_exposed_lower_leg,small_intestine_terminal_ileum,spleen,stomach,testis,thyroid,uterus,vagina,whole_blood
jas07 010,0.0,0.0,0.0,-1.2863729,0.75310856,-0.64405864,-1.1613624,-0.06420869,1.0286759,0.0,-0.9759582,0.0,0.063410915,0.9014303,0.9598568,-0.9295341,0.0,-1.1359711,0.0,0.0,-0.862822,0.0,0.0,-0.78577095,0.0,0.0,-0.6155652,0.0,0.0,0.0,0.0,0.7224985,0.9295341,0.052221056,-0.9939641,0.0,0.006268895,-0.8278121,0.0,-0.7956642,0.0,0.0,0.0,1.6028587,0.0,-0.47290978,0.795823,-1.8213077,0.6072164
jfd02227,-0.19627994,0.0,0.88899916,-1.8524256,0.0,0.0,-1.3872954,-0.65265334,0.0,-0.46462736,-0.16752099,0.37306458,0.0,-0.8294135,0.6096832,-0.37306458,0.0,0.0,-0.5264259,-0.19316468,-0.40129015,0.0,0.45628634,0.0,0.0,-0.8772497,1.2007105,-0.7153026,0.1372945,0.45617884,-0.068653435,0.69097894,1.7792585,-1.0460019,0.05831424,-0.35688922,-0.5866807,0.0,0.08933722,-0.086014174,-0.6942175,-0.5388567,0.4053045,0.038155325,1.4197302,0.1296305,-0.99134755,-0.4878312,-0.6110517
jjt-705,0.058808938,0.0,-1.4660621,-0.017272992,0.0,-0.39986268,0.0,0.0,0.714812,0.0,-0.66534036,0.0,0.0,-1.8999748,-1.6308862,0.84093595,0.0,0.0,1.0180652,0.0,0.0,0.0,0.0,0.059134115,-1.0596422,-0.84577876,1.6308984,0.0,0.95655257,0.0,0.3430602,0.0,-0.014047872,0.3077554,0.5770461,-1.6828703,-0.18178946,0.5216919,0.0,0.0,0.0,0.0,0.53915447,0.0,0.0,-0.13368697,-0.74754965,-0.1993587,1.2565362
jlk 6,0.41063255,0.33449116,-0.77083486,-1.6807874,-0.53062415,0.30400175,0.22680713,0.69755936,-0.5684607,-0.53153604,-0.46715283,0.44212064,-0.18703698,0.2574822,1.0148625,-0.7559038,0.7950821,0.85221666,0.93409115,0.32861692,-0.46607316,0.0,-0.10550694,1.0296048,0.45677757,-2.3872132,0.4945369,0.86381483,0.6145921,-0.023618901,-0.44337603,-0.12292541,-0.05808654,-2.3871105,-0.40070334,0.015776498,1.2215868,-0.50934875,0.0,1.0159538,-0.2852039,-0.026190031,-0.25687745,0.21512583,0.4640251,0.9994564,-0.11853903,-0.025130374,-0.24402462
jnj 10191584 maleate,1.3269744,0.45653802,-0.49673396,0.8585878,0.22414537,-0.40869045,-0.5595837,0.42497626,0.0,-0.106991775,0.0011746162,0.36501446,-0.11535039,0.0,-0.5192032,0.0,0.38926294,-0.53737205,-0.1100716,0.41803518,0.21830885,0.0,0.025342388,1.1685246,0.6173475,-0.7278698,0.23870781,0.45828128,-0.7270714,-0.5947088,0.0,0.32746372,-0.27862096,0.10418487,-0.41874802,1.1356997,-0.13424182,-0.90176916,-0.4592414,1.870698,0.29656473,0.43049785,1.2143756,0.15235066,-0.32614833,-0.9753396,0.42497626,-0.5965706,0.76855904
jnj 16259685,-1.5592761,-1.3059943,-0.014280579,-0.04280506,0.0,0.0,0.0,0.068833955,0.0,0.0,-0.75741714,0.0,0.048225775,0.0,0.05099563,0.0,1.5359904,0.0,0.41094288,0.0,0.046777453,0.0,-0.74557495,-1.5822312,0.0,-0.36132604,0.3770932,0.0,0.46393886,0.7271822,0.0,-0.026717536,-0.6624167,-0.16385452,0.93732375,0.048225775,-0.66968966,-0.56571615,0.0,-0.5770199,1.4220449,-0.73878294,0.6909836,0.0,0.4866931,0.34508318,-0.53822184,-1.4038446,0.0
jtc 801,1.1686056,0.07182712,1.3739831,-1.2165363,0.25325608,0.3685672,-1.1059905,-0.7206846,-0.32278818,-0.2828213,0.4592661,-0.4761569,-0.23633151,0.0013706242,0.8944206,-0.6783603,-0.46601602,-1.0596825,0.84108883,-0.86482686,0.59038705,0.0,0.34205416,-1.0757127,-0.394942,-0.027642466,0.69107777,0.056255013,0.06093605,-0.6834067,-2.2305079,0.49332666,-0.50589526,-1.0742546,0.28289518,0.5900664,0.11597799,0.18044741,-0.91524905,0.14777285,-1.4339222,-0.3222964,-0.20320946,0.23633151,-1.0801826,-0.49256802,-0.032185275,-0.35879257,-0.18712154
jte 013,1.6625139,-0.4336888,-0.18010953,0.64821583,0.003977582,-0.18990248,0.9666237,0.004123502,0.4245934,-0.3568327,-0.38183245,0.3452264,0.595989,0.963847,-1.0978258,-0.54203033,0.98143697,0.92956567,-0.0005108072,-0.019599758,-0.92353594,0.0,-0.31914797,-0.5780112,-1.211966,1.8414651,0.3841685,-1.026774,-0.23869638,-0.6954703,0.0,0.22842589,-0.59221214,1.3118763,0.3594883,0.31702635,2.061519,-0.15955213,-0.33853376,-0.24638249,0.8823506,-1.0828193,-0.65027875,0.92939353,0.4403455,0.52771723,-0.039362423,-0.014904547,1.9292424
jte 907,-0.21788059,0.24420218,0.18760602,0.40298662,0.0,1.0619184,0.0,-0.23384933,0.0,-0.3608907,-0.029120447,0.012062105,0.35729656,-0.32502362,1.3261079,-0.95772797,2.2604952,0.0,0.6392303,-0.37700242,-1.1389806,0.0,0.14089368,1.3907827,0.18703587,-0.6920724,0.28327057,0.32620683,-0.020368716,0.19975992,-0.9497443,0.0,-0.930826,-0.6754751,-0.6479958,-1.030601,0.0036222364,0.7029596,0.14902048,-0.24048136,0.025866818,0.75764173,-0.27853453,0.0,0.39141497,0.27492794,0.2582244,0.7104088,-0.19057557
jwh 015,0.80040014,0.0,0.0,-0.42966807,0.0,0.44162947,0.0,0.0,0.0,0.45607302,-0.6892783,0.64572585,0.0,-1.2269148,0.67413634,0.0,0.0,0.0,0.47921488,0.99719214,0.46358144,0.0,0.0,0.0,-0.42789865,-0.5606653,-0.02478077,0.0971516,0.0,-0.6323687,-0.64572585,0.0,0.64572585,-0.65068847,0.42128286,0.52237386,0.3735717,1.0538139,0.0,1.3112522,0.0,-1.3393826,0.0,0.0,-0.99719214,0.0,0.0,1.398825,0.0
jx 401,0.0042734495,-0.004947239,0.0,1.4069039,-0.62582487,0.52164704,0.82897246,0.0,0.8058889,0.0,-1.5352696,0.0,0.0,0.0,0.0,0.7281376,0.86719716,0.0,0.0048900745,0.49551395,0.0,0.0,0.0,-0.71442795,0.0,-0.25561172,0.0,-0.0049855984,0.78534013,0.0,-0.43390635,0.0,-0.7281376,-0.8570447,0.0,0.0,0.0057250825,-0.6362278,-0.71442795,0.0,0.44970775,0.8111885,-0.64190125,0.0,0.0,-0.35747162,-0.60096365,-0.62080073,1.2280036
jzl-184,0.9469747,0.62411284,0.27463394,-0.27001405,-0.98877674,0.0,0.0,0.0,0.5551364,0.29881048,-1.3101281,0.4684392,0.35688922,-0.7816163,-0.115041465,0.0,0.6650408,0.0,0.82775414,0.5591919,-0.4119051,0.0,-0.5786881,0.0,0.0,0.21602976,-0.24541283,0.2862327,0.17886685,0.0,0.22025588,-0.34878966,0.4684392,-0.31150174,1.8341073,-0.64312196,-0.41644642,-0.38291815,0.0,-0.34878966,-0.021148415,-1.7538575,1.9557492,0.0,-0.2666895,-0.17228967,-0.2862327,-1.7532184,0.060806185
k048-0112,-0.9172747,0.0,0.0,-1.1642594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0080333,-0.13548955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99356055,0.0,0.6824555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6587289,0.0,0.0,0.0,0.0,0.0,0.6703874,0.0,0.0,0.0,0.0,-0.31632936,0.0,0.0,0.0
k3644,0.6825675,0.0,0.40711734,0.40559155,0.0,-0.40711734,0.0,-1.2356535,0.64740425,-0.61546135,0.0,0.0,-0.48603016,0.0,-0.11948487,0.0,0.63707054,-0.7473551,1.0832928,0.36924064,-0.9258828,0.0,1.5770733,0.048644207,-0.9330258,0.28471708,0.29069412,0.0,0.24254653,0.026303759,-1.0984209,0.0,-0.6072914,-0.16682544,-1.7436562,0.43877485,-0.29431066,0.5703704,0.0,-1.5277357,-0.7937636,0.6304898,-0.5843886,0.9781435,0.7795886,0.044035397,-0.04725531,0.7185974,-0.0061292676
k784-3131,1.8242368,-0.44334626,-0.3740438,-0.49872914,0.5414197,0.083821654,0.7545708,0.39136338,-0.38692284,-0.71207076,-0.86705816,0.20001425,-0.09143023,-0.15507115,-0.7980391,-0.82982284,0.71096545,-0.34682265,-0.041921414,-0.5080782,0.31252116,0.10130917,-0.28078312,0.40432084,-0.4474407,-0.11428803,0.04688718,1.0785519,1.9056214,-0.5457569,1.029783,0.23472884,-0.6902154,-0.17639199,0.015621568,-0.97023195,0.49483353,-0.028947115,-0.27907258,-1.1990874,-0.4161041,-1.0055127,-0.30067146,-0.20187898,0.1209972,0.30124408,-1.5014703,-0.2617584,-0.7073695
k784-3187,0.54082376,0.11776666,-0.39489496,-0.6212264,0.010620003,0.34405047,-0.32729983,0.26448676,-0.88473,0.2978326,-0.78497165,-0.2778458,0.26327783,0.04728925,-0.2333407,-0.46816283,0.43079573,0.3077235,0.94667137,-0.04780274,0.038274985,0.48990107,0.06155812,0.820795,-0.65555876,-0.4279613,-1.1657463,0.015116435,1.8946054,-0.017792026,-0.7936735,0.13932624,1.6685445,-0.6557585,-0.45076555,-0.37865147,0.48128352,-0.24581516,0.5604035,-0.019972451,-0.42686853,-0.8007413,-0.26749775,-0.10145754,0.20013745,-0.5314883,0.018558549,-0.20512544,-0.16160055
k784-3188,0.691462,-0.25621998,0.053165533,-0.05814249,-0.42389092,0.3079964,0.019402552,-0.33454213,0.0070768553,-0.4718378,0.16582479,-0.041104328,0.2960742,-0.23548488,0.49914953,-0.19144513,0.47561753,0.08820552,1.3551948,0.44478852,-0.38094407,0.5855734,0.04228818,-0.031299118,0.0,-0.84044474,-0.82043743,-0.021258058,0.31732774,-0.271763,0.013295221,-0.08325622,-1.2880127,-0.9841042,-0.81667143,-0.14254972,0.8375985,-0.81460935,-0.108598806,0.6290674,0.123513356,0.0010771008,-0.11136392,0.2963465,0.15522355,0.20309876,-2.8249044,0.4114015,-0.5097887
kanamycin a sulfate,-0.631998,0.0,-0.79780334,0.0,0.0,2.8077111,0.0,0.0,0.0,-2.1442788,0.0,0.0,0.13616028,-1.0135155,-1.0728388,0.0,0.0,0.0,0.0,0.79006803,0.0,0.0,0.0,0.9619767,0.0,0.0,0.0,0.0,-0.6573227,-1.057155,0.0,-0.8663093,0.0,0.72067285,-0.79006803,-0.90590686,1.0109953,0.0,-0.07744164,0.0,0.7334905,0.0,0.0,0.0,-0.79006803,0.79780334,0.0,0.0,0.77507234
karakoline,2.0361788,0.0,-0.39139336,-0.81348604,0.0,0.0,-1.9200462,-0.066342734,-0.66413677,0.40529767,-1.5487999,1.4572823,0.76623225,0.0,1.5394988,0.0,-0.10078253,-1.626867,0.0,0.92862666,-0.5290922,0.0,0.26739526,0.5765579,0.91564727,-0.44021344,0.29256803,-0.46940103,0.5596978,0.0,0.76623225,-0.46053538,1.443434,1.0090213,0.6896614,0.0,1.0318949,0.6032438,0.0,-0.47015557,-0.4007712,0.0,0.0,-0.76623225,-0.5784991,0.3227704,-0.6375516,-0.23024398,0.0
kb-r7943 mesylate,0.8275612,-0.6145354,-0.99926156,0.7919929,-0.30603227,-1.3521669,-0.103961915,-0.045018155,-0.6810281,0.0,0.43710804,0.7192889,0.99943113,0.2347157,0.5087082,-0.25382084,0.27503055,-0.40870947,-0.34053928,0.6549633,0.02284775,0.0,-0.63927335,0.9102538,0.0,0.8225811,0.084495835,-0.38692084,1.1488318,-0.15807307,0.99159694,-0.01619795,1.102825,0.6365202,-1.1813765,-0.83112633,0.082951196,0.32837543,0.049618363,0.13382806,-0.52238727,-0.4777498,0.30126062,-0.56318265,-0.53942627,-0.10623544,-0.13558505,0.73232377,-0.0015170565
kemadrin,-1.2476277,0.0,0.72578496,-1.4812481,0.0,-1.4589014,1.2646855,0.0,0.0,-0.81919175,0.0,-1.0479852,-0.96680677,0.93854064,0.99729234,0.0,-1.1061257,1.2390873,0.7840303,-0.06116732,-0.8278121,0.0,0.0,0.0,0.0,0.69126683,0.030118342,0.0,-0.16127992,0.0,0.0,0.0,-1.0303935,1.1247827,-0.620606,0.0,-0.7224604,2.2748027,0.0,-0.822056,0.0,0.0,0.0,0.0,0.061526425,0.060809553,0.0,2.007779,-0.7713241
kenpaullone,0.039496344,-0.6256796,-0.21921833,0.0296238,-1.0327214,0.120241016,-0.46100608,-0.46781528,-0.14665951,-0.50863403,0.3561306,-1.4493923,-0.58317906,0.4938092,-2.435829,0.36026925,-0.46193674,0.42325237,1.1306138,0.17410474,0.74959975,0.0,-0.06006932,-0.68178356,0.07214959,-0.53429943,-0.017964324,1.5571245,-0.1115597,-0.020202873,-0.90810955,-0.5577732,0.119594485,0.22671005,0.4430221,1.4990747,-0.15983395,-0.23067436,0.6578378,0.30365402,-0.5217479,-0.14819789,-0.067862384,0.29120293,-0.027344568,-0.31836897,-0.30855,-0.62237674,-0.70056194
ketanserin tartrate hydrate,0.40330055,0.37071458,-0.89200413,-0.23131852,0.0,0.6859319,-1.9900955,-0.6633397,-0.5521812,-0.73359364,1.7805039,0.98950356,-0.2188535,-0.3849859,0.5859826,0.0,-0.39144793,-0.10743358,0.94075835,-0.0033551399,-0.3155705,0.0,-0.22115238,0.495915,0.5329088,-0.18744339,0.020516533,0.09687342,0.23304926,-0.86690634,-0.5492163,-0.6001306,0.37306458,0.6836709,0.18248382,-0.36774844,1.2978724,-0.2944203,-0.0644951,-0.008186223,-0.63365835,-0.551171,-0.39748988,0.0,0.23673722,-0.28934988,-0.7037925,1.0096678,-0.63285327
ketoprofen,1.0922729,0.11530123,-0.6596396,0.20679139,0.21219707,1.9679118,0.0,0.27339986,0.5651,0.3608631,0.5118944,-0.23340987,0.112734534,0.0,-0.11991307,-0.24719016,1.4163882,0.30438983,1.6649292,0.41296455,0.29805386,0.0,-0.06649089,-0.19573677,1.1016737,-0.6988974,0.51337767,0.9796148,1.5289358,-1.1763738,0.31595466,0.4655846,0.22110815,0.9902718,0.04030493,-0.15178968,-0.43917635,-0.28093487,-0.47034168,-0.42723355,1.4402992,0.0,0.5091384,0.07556064,-0.76692986,-0.5860665,0.4977507,-0.54466033,1.4441732
ketorolac tromethamine,0.7205761,0.5084324,-0.7992033,0.5715459,0.5767311,-0.7632585,-0.36595398,0.62936383,-0.6708295,0.0,0.4998299,0.33122912,-0.26675957,0.78111553,1.059177,0.17810492,1.9413449,0.006154109,1.0306772,-0.38598955,0.6611114,0.0,0.0057799434,1.1458734,2.1072636,-0.1713462,0.23604064,-0.7902526,-0.013317988,0.7533174,-0.83726186,0.3334641,-1.9328139,-1.121407,0.09359163,-1.8888747,-0.32380366,-0.98492306,0.21060699,0.5335056,-0.80649185,0.98758346,0.68725127,0.0038303146,-0.6588976,-0.5736606,0.0348292,-0.19640115,0.12171733
ketotifen fumarate,0.057764012,0.0,-0.32207948,0.23868945,-0.67477065,0.0,0.0,0.0,0.0,0.0,-0.01569728,0.5211567,-0.2565581,-2.3975496,0.25901014,0.0,0.9118443,0.0,-1.2055075,0.3477644,0.59204274,0.0,0.9475072,-1.2221557,0.32421932,-1.6285083,2.0496638,0.0,0.76953405,0.0,-0.52235234,0.0,-0.5273176,0.37692502,-0.9223614,0.0,0.75269836,-0.8586941,0.0,0.0,0.48312,0.0,0.5543822,0.0,0.22840843,-0.82371515,0.24336454,0.0,0.0
kf 38789,0.08993376,0.42110422,0.09947471,-1.4372922,-0.19189811,0.023618642,0.09049458,-0.5992439,-0.70780367,-1.652727,1.2561591,0.28450477,0.5407215,-0.6827236,-0.15816863,-0.56987345,-0.19733194,0.016826399,1.05373,-1.2415869,-0.021213371,0.0,0.51493573,1.5805843,2.261924,-2.1134388,-0.45818734,0.15713005,-0.24964151,0.23307069,-0.4074539,0.0829456,-0.8443494,0.7178494,0.45944577,-0.7172506,0.46238282,0.38406017,-0.08627077,1.6732056,-2.3378243,0.25374606,0.001753471,0.026455505,-1.2702348,-1.1144278,0.82792145,-1.2065791,-1.5903854
ki 8751,0.8140608,0.01720503,0.46100655,-0.42239353,0.21857628,0.47076026,0.39935836,-0.46043625,0.45475394,0.68913376,-0.021650456,0.79016393,0.17455006,-0.71915656,2.3755815,-0.79016393,-0.5816718,0.37931582,1.644087,-0.41810846,0.3349054,0.0,-0.05261088,1.1275529,0.40813658,0.018768433,0.04665641,-0.6166286,-0.3573738,-0.48186857,-0.58561444,-0.1552131,1.0890855,-0.92592466,-0.7833889,-0.56372106,0.43232685,0.7495434,-0.18767402,-0.13797233,0.04740056,-0.71730685,0.24736515,0.43887463,0.610016,0.073890775,-0.21844204,-0.5187925,-0.33723128
kirromycin,1.0526681,-0.3896108,-1.4877347,1.6026145,0.0,0.8996704,-0.85278016,0.3212486,-1.3278252,-0.012748087,0.53094155,0.0,0.37356648,1.4239056,0.35275373,0.30746853,1.6096907,-0.45224303,-0.6299438,0.43429247,1.8182869,0.0,-0.2804278,0.2957501,0.3340709,-1.0146508,0.5530727,-0.27244076,0.0065630185,0.27987936,0.0,-1.3999758,-0.016761327,-0.21619773,-0.66007453,1.2545631,-0.23685808,-0.7209916,-0.016529256,0.093281284,0.32312718,-0.98389006,0.5479798,0.35360047,2.65237,-0.039914683,0.35180873,-1.4894837,0.050730176
km 00927,0.7866624,0.15232079,-0.8463214,0.009338581,0.08377346,0.30184123,-1.0950507,-0.7557299,-0.12618662,-0.1829084,0.18937112,1.4253088,-1.529543,-0.8105827,1.0900972,-0.19646856,0.023731623,0.027469866,2.1587887,-0.15030438,0.0017978415,0.0,0.03702708,1.4366606,0.549098,0.2741468,0.40941587,0.72230124,0.4782385,0.26006082,-1.4296507,0.41596597,2.2362113,-1.605214,-1.6616195,0.540864,-0.14147437,0.41481674,-0.2746548,-1.4327698,0.09072918,-0.24052607,0.21585721,0.44007504,-0.3138359,0.4085443,0.9007466,-1.0244015,-0.33152577
km 01366,-0.60094535,0.0,0.0,-0.833188,0.0,0.6949598,1.2418313,0.0,1.0896207,-0.95340466,-0.9850059,0.0,0.0,0.0,0.0,0.0,-2.1160312,0.0,0.0,0.7225175,-0.8061803,0.0,0.56269443,0.0,-0.76516235,0.0,0.6886514,0.0,0.0,-1.0230598,0.0,0.0,0.0,-0.045395155,-0.5946351,0.80458814,0.0,-1.0230598,0.0,-0.8725437,-1.6253229,0.0,0.0,1.7361207,0.0,0.0,0.0,0.0,0.06586862
km 03439,0.0,0.0,0.0,-1.3111433,0.0,0.0,0.0,1.4110597,0.0,1.1269647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0538733,0.0,0.0,0.0,0.0,0.0,-0.1460566,0.0,0.0,0.0,2.2089095,0.0,0.0,-1.3111433,0.0,0.7643529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3770709,0.0,-1.2306793,0.0,0.0,0.0,0.0
km 04501,-0.7786088,0.83171946,0.0,0.20061353,1.0830102,-1.6350735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8034551,0.0,0.0,0.0,0.0,-2.120076,-1.7814865,-0.65070736,-0.6688542,-0.85183334,0.97522503,0.0,-0.8707355,0.0,0.0,-0.44967374,0.7372958,0.0,0.681509,0.11767874,0.0,0.0,-0.85163736,0.0,-1.017444,0.0,-0.7944958,0.0,0.0,0.0,0.0
km00799,-0.007046518,0.9009933,0.3964918,-0.5214073,0.2467735,0.51245934,-0.3650184,0.0,0.30157605,0.47477317,0.22130248,-0.42426625,-0.075905144,0.20508502,-0.027012335,-0.20202854,2.170553,-0.3455987,0.8665476,0.39147288,-0.2906398,0.0,0.3963378,1.1887614,1.8213166,-2.0955873,1.2985531,0.8111621,0.76017845,-0.36361182,0.9785809,-0.39146838,0.77488685,-0.8820033,-1.0826916,-0.119927414,-0.14912015,1.81708,-0.16269273,-0.002205595,0.3966818,-0.4372749,-0.058609754,0.110592954,-1.3368115,0.5594814,1.3876326,-0.034747288,0.0027343421
km03472sc,-0.07210629,0.4363944,0.3635455,0.0,-0.4720832,-1.1210823,0.0,0.0,0.0,-0.19609796,0.0,0.0,0.45367545,0.0,0.60050565,0.0,-0.70070237,0.0,-0.8570258,0.0,0.39744192,0.0,-0.110277355,0.0578055,-0.79780334,0.7021985,0.0,-0.45367545,0.0,1.027533,-0.9911402,0.0,1.4217391,-0.42202806,-0.77268404,-0.90590686,0.0,0.0,-0.49174482,0.45367545,-0.3123476,0.0,0.0,-0.21158653,0.94984555,0.040212866,0.0,1.4585522,-0.34522086
kn-62,0.680295,-0.9974007,-0.35041836,0.19252385,0.15299997,0.34436074,0.06398888,-0.121008664,0.2827647,0.5597515,-0.7568888,0.54229957,-0.7796207,-0.02738757,2.114037,-0.1783126,0.47595248,0.42531538,0.6346752,-0.095775895,0.8315004,0.0,-0.7075227,-0.004339224,-0.91202486,-2.2637386,0.16276033,0.08480448,-0.10159191,-0.48480037,-0.30115417,-0.5760049,0.44811824,-1.0796598,-0.11066861,1.2361871,-1.0781649,-2.0791953,0.0,-0.0097710965,1.3065243,-0.8885934,-1.0362128,0.11502437,-1.899478,-0.10325383,-0.5400814,-1.146839,-1.027375
kn-93,0.19225015,-0.28661415,0.19835591,2.3391118,0.62607694,0.07847712,0.3669314,-0.10140684,0.012383931,-0.06420148,-0.6271802,1.7554431,-0.17013535,0.0,0.34148353,-0.37120253,0.59579843,2.042893,1.1974902,0.95205927,0.5024383,0.0,-0.7159358,0.6085007,-0.7025249,0.98304504,-0.642605,-1.5132585,0.23410363,-0.09315704,0.122693926,-1.9166266,2.3272846,-0.45589796,1.4835418,-1.0909467,-0.13686702,0.08724646,-0.65762526,-0.75070465,-0.8881146,-0.8896394,-1.461071,0.06420148,-0.7093279,0.26623273,1.1761253,-0.60106117,-0.8180586
ku 0060648 trihydrochloride,-0.17928702,0.17850085,-1.1037073,1.7136661,0.16149901,0.21850365,-0.34153625,-0.74630725,0.0017273566,-0.5377496,0.42419183,1.8605691,-0.5842514,-0.76873267,-0.10378596,-0.34884942,2.0289195,-0.62292176,0.13597994,-0.15297258,-0.30582055,0.41863766,0.3522675,0.35310623,0.5731426,-0.0879145,0.074614875,-0.18939109,-0.14228952,0.110455364,-0.738483,0.2145899,0.57728237,-1.7602597,-0.5834309,-1.1150782,-0.18930727,-0.6741715,-0.5392377,-0.77158046,-0.5209336,-0.17158206,0.54010594,-0.54652,-0.6750191,1.2216363,-0.018355373,-0.23115084,-0.7345134
ku-0063794,-1.1905318,-0.04595167,-1.2994565,0.66302013,0.20507479,0.26968086,-0.51882356,-0.8253828,-0.47664866,0.17168237,-1.0810567,0.6457907,0.7538023,0.20649956,1.2234776,-0.14302261,-0.76624334,-0.23041144,0.16576737,0.30462858,0.21725366,0.44787416,0.682045,-0.35666612,-0.35059488,-0.35462037,-2.2422342,0.14341044,0.08825902,-0.25769153,-0.05350707,-0.11337198,-0.56542015,0.56709963,-0.36404458,0.046271265,-0.264391,-0.0068942797,0.615986,-0.33276728,-0.38315153,0.0022457975,0.4874826,-1.2699357,-0.17450446,0.2000877,0.29450327,-0.32171342,0.5878827
kuc103428n,0.19105636,0.4753139,0.0,-0.14345111,0.23771203,0.21487774,1.6630677,0.352899,0.0,-0.16746143,-1.9439505,0.0,-0.36334768,0.0,0.40598094,0.47548887,0.40598094,1.0665969,-0.08120312,-0.078190096,-0.09702999,0.0,0.2355294,1.1162852,0.0,0.15369076,0.92109853,0.51352596,-0.24350664,0.0,-0.44967866,-0.33227575,-0.47548887,-1.8231151,-1.6834981,-1.4558187,-0.0044867,0.782922,0.0,0.3551962,-0.47117218,-0.5461873,-0.8048765,0.21075092,-1.0009656,0.0,-0.085088834,-0.8773722,-0.09460426
kuc103443n,0.86187273,0.0,-0.5091049,-0.11830631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.53516537,3.402285,-0.6799628,-0.1035041,0.0,0.51101375,-1.1579483,0.49508414,0.0,0.0,0.66644967,1.1726936,-0.37652424,0.0,-0.55492145,-0.14080401,-0.66644967,1.6097753,0.5193066,0.0,-2.0745947,-0.5078885,-1.1861377,0.0,0.0,0.66644967,0.55492145,0.4982374,0.0,0.0,0.0,0.0,0.0,0.0,-1.1007447,0.0
kuc103670 kuc103670n,0.059250925,0.0,0.6234909,0.0,0.0,0.0,0.0,0.0,-0.9403505,0.0,0.0,0.0,0.0,0.0,1.0005397,0.0,0.0,0.0,0.0,0.60107344,0.0,0.0,0.0,0.0,0.6083777,-0.011340092,1.2004828,0.0,0.0,-0.85718924,-0.535919,0.70140356,0.0,1.443654,0.5078152,0.0,0.541862,0.0,0.0,1.6902838,0.0,0.0,0.0,0.0,-0.60107344,-0.45398128,0.0,-1.754334,0.0
kuc103672 kuc103672n,1.3711488,0.0,-0.39446375,0.83008146,0.0,0.0,0.0,0.0,0.6848208,0.0,-0.6358195,0.0,0.0,-0.60672075,0.124171756,-0.2223705,1.4378295,0.6676914,-0.35090724,-0.48411557,1.0793188,0.0,0.0,0.12587899,-0.38123292,-0.3147926,-0.26224163,-0.65794134,0.0,0.09096317,-0.39600956,0.43867075,0.0,0.42186826,-0.43903577,1.9328274,0.005146544,0.10566363,0.0,-0.46376786,1.0347732,1.8122222,0.0,0.4915956,-1.1768656,-0.40729555,0.47265187,-0.57873094,-0.08070766
kuc103875 kuc103875n,-0.32004508,0.54962003,-0.8322961,0.53221214,0.0,1.4711435,-0.80772215,-0.619387,0.14421602,1.0673696,-1.3191918,0.6937324,-0.5757679,0.0,0.72257435,0.0,0.6807554,0.7440495,0.31773895,-0.1234389,1.2792104,0.0,-0.68189615,0.48375192,-0.3470341,0.11638136,0.0,-0.5680537,0.0,-0.56725967,0.0,-1.3887302,0.6937324,-1.4401643,0.08607327,0.5680537,-0.29674983,-0.59787095,0.0,0.42722228,0.29674983,0.0,0.5812588,0.0,-0.34087482,-0.30991164,0.0,0.0,-0.005853354
kuc103885 kuc103885n,1.058864,0.0,1.1083232,0.03161721,-0.36336356,0.22184703,0.65813535,0.0,0.0,-0.46977288,0.0,-1.7079856,-1.5939012,-1.2014066,0.5923553,-0.075680114,2.077882,0.5557525,-0.6923915,0.02317358,0.65718704,0.0,-0.2355294,-0.76095295,-1.1413388,-0.070099704,-0.14806092,0.7114883,1.3755035,-0.66491675,-0.15729403,1.921232,-0.98137146,0.25580573,0.07908196,1.092471,0.79002625,-1.079739,1.2923144,-0.00736365,-0.081814185,-0.44775772,0.3814766,0.22592637,-0.34859115,-0.15443152,0.041236877,0.49687135,1.6349192
